0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
0.0,-12.500000000000043,0.0
